"s","p","o"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/279","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/hole"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/279","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/280","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/280","http://kgc.knowledge-graph.jp/ontology/kgc.owl#at_the_same_time","http://kgc.knowledge-graph.jp/data/SpeckledBand/281"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/280","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/open"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/280","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/280","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/recently"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/recently","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/281","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/281","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/exit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/281","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/281","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/282"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/282","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/282","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/die"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/282","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/282","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/283"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/282","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://kgc.knowledge-graph.jp/ontology/kgc.owl#at_the_same_time","http://kgc.knowledge-graph.jp/data/SpeckledBand/284"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://kgc.knowledge-graph.jp/ontology/kgc.owl#at_the_same_time","http://kgc.knowledge-graph.jp/data/SpeckledBand/286"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/sleep"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/283","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/beFixed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/with_metal_fittings"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/284","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/286","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/286","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/cannotMove"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/286","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/286","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/286","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/beFixed","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/beFixed","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/with_metal_fittings","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/285","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/285","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/notBeFixed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/285","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/285","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/285","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notBeFixed","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notBeFixed","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#NotAction"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notBeFixed","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not","http://kgc.knowledge-graph.jp/data/SpeckledBand/beFixed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/floor"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Helen","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotMove","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotMove","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#CanNotAction"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotMove","http://kgc.knowledge-graph.jp/ontology/kgc.owl#canNot","http://kgc.knowledge-graph.jp/data/SpeckledBand/move"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/287","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/287","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/exist"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/287","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/287","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/near_rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/near_rope_of_bell","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/near_rope_of_bell","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/near_rope"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/near_rope_of_bell","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/send"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/290"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/signal"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/eleven_o'clock"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/289","http://kgc.knowledge-graph.jp/ontology/kgc.owl#whom","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/eleven_o'clock","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/go"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/291"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/290","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/stay"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/quietly"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/292"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/291","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/turnOff"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/293"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/292","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/lamp"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/turnOff","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/293","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/293","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/stay"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/293","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/293","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/293","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/294"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/294","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/294","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/find"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/294","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/man"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/294","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/294","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/noise"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/noise","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/notSleep"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/295","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/296"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/296","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/296","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/danger"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/296","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/danger","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/297","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/297","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/prepare"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/297","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/ready"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/297","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/297","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/handgun"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/prepare","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/handgun","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/ready","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/298","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/298","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/sit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/298","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/298","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/299","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/299","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/sit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/299","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/299","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/chair"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/put"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/quietly"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://kgc.knowledge-graph.jp/ontology/kgc.owl#on","http://kgc.knowledge-graph.jp/data/SpeckledBand/desk"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Watson"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/300","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/handgun"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/put","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/desk","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/301","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/301","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/put"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/301","http://kgc.knowledge-graph.jp/ontology/kgc.owl#on","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/301","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/301","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/cane"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cane","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/put"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#on","http://kgc.knowledge-graph.jp/data/SpeckledBand/desk"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/303"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/match_box"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/302","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/candle"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/candle","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
